Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2006,Baccalaureate (All),Birmingham Southern College,"$1,798,313","$3,462,611","$3,387,722","$26,606",$0,"$1,974,499","$5,388,827","$56,082","$30,673","$8,882,111","$1,995,936",296,"$207,388",24,320,"$364,442","$571,830","$158,819"
FY2007,Baccalaureate (All),Birmingham Southern College,"$1,400,931","$3,020,584","$979,855","$19,572",$0,"$5,209,088","$6,208,515","$60,000","$31,631","$9,260,730","$2,354,087",418,"$245,328",2,420,$40,"$245,368","$64,061"
FY2008,Baccalaureate (All),Birmingham Southern College,"$3,986,853","$5,395,703","$814,741",$757,$0,"$2,734,539","$3,550,037","$369,449","$134,978","$9,080,718","$2,893,773",579,"$278,462",2,581,$25,"$278,487","$71,319"
FY2009,Baccalaureate (All),Birmingham Southern College,"$3,429,146","$5,586,996","$68,526",$350,$0,"$2,547,445","$2,616,321","$25,000","$12,205","$8,215,522","$2,168,919",673,"$220,035",2,675,$20,"$220,055","$89,676"
FY2010,Baccalaureate (All),Birmingham Southern College,"$3,547,615","$4,934,006","$44,128",$0,$0,"$1,305,073","$1,349,201","$15,000","$7,293","$6,290,500","$1,416,207",848,"$138,531",0,848,$0,"$138,531","$35,950"
FY2009,Baccalaureate (All),Judson College,"$176,964","$2,188,409","$200,000",$0,$0,"$1,538,270","$1,738,270",,$0,"$3,926,679","$1,557,484",,,,,,,
FY2010,Baccalaureate (All),Judson College,"$128,502","$2,198,630","$80,906","$449,730",$0,"$40,452","$571,088",,$0,"$2,769,718","$812,753",,,,,,,
FY2006,Baccalaureate (All),Spring Hill College,"$2,289,806","$3,979,838","$2,229,655","$646,472",$0,"$483,475","$3,359,602","$1,304,852","$853,869","$8,193,309","$2,524,858",187,"$47,495",0,187,$0,"$47,495","$24,052"
FY2007,Baccalaureate (All),Spring Hill College,"$786,267","$2,688,888","$3,073,008","$507,937",$0,"$506,637","$4,087,582",$0,$0,"$6,776,470","$2,133,938",214,"$36,510",0,214,$0,"$36,510","$18,150"
FY2008,Baccalaureate (All),Spring Hill College,"$831,847","$2,289,939","$4,456,763","$709,795",$0,"$2,232,574","$7,399,132",$0,$0,"$9,689,071","$2,441,439",199,"$34,268",0,199,$0,"$34,268","$17,813"
FY2009,Baccalaureate (All),Spring Hill College,"$1,035,777","$2,367,927","$1,880,092","$255,000",$0,"$671,244","$2,806,336","$100,000","$56,228","$5,230,491","$1,518,621",138,"$35,496",,138,,"$35,496","$22,470"
FY2010,Baccalaureate (All),Spring Hill College,"$566,392","$2,016,827","$1,873,150","$10,000",$0,"$459,667","$2,342,817",$0,$0,"$4,359,644","$1,059,155",135,"$40,178",0,135,$0,"$40,178","$13,752"
FY2008,Baccalaureate (All),University of Arkansas at Pine Bluff,"$534,377","$1,435,786",$0,$0,"$30,000","$338,619","$368,619",,$0,"$1,804,405","$782,078",,,,,,,
FY2009,Baccalaureate (All),University of Arkansas at Pine Bluff,"$506,202","$877,695","$548,398",$0,$0,"$276,202","$824,600",,$0,"$1,702,295","$684,496",,,,,,,
FY2006,Baccalaureate (All),Lyon College,"$1,702,212","$3,879,499","$260,938",$575,$0,"$260,718","$522,231",$0,$0,"$4,401,730","$287,648",253,"$45,033",12,265,"$8,933","$53,966","$6,955"
FY2007,Baccalaureate (All),Lyon College,"$1,683,845","$3,687,190","$84,535","$751,700",$0,"$1,003,514","$1,839,749",$0,$0,"$5,526,939","$1,073,874",387,"$80,799",11,398,"$3,550","$84,349","$10,563"
FY2008,Baccalaureate (All),Lyon College,"$1,706,092","$3,703,690","$87,742","$2,500",$0,"$336,793","$427,035","$500,000","$269,737","$4,400,462","$678,194",567,"$61,113",11,578,"$3,600","$64,713","$7,452"
FY2009,Baccalaureate (All),Lyon College,"$1,324,337","$3,315,873","$44,582","$1,652",$0,"$646,138","$692,372",$0,$0,"$4,008,245","$159,447",429,"$56,803",5,434,"$2,150","$58,953","$6,202"
FY2010,Baccalaureate (All),Lyon College,"$1,061,665","$2,061,665","$60,234","$102,655",$0,"$628,180","$791,069",$0,$0,"$2,852,734","$969,692",399,"$38,532",4,403,"$2,700","$41,232","$2,555"
FY2006,Baccalaureate (All),Central Baptist College,"$249,290","$1,497,372","$32,607","$5,650",$0,$800,"$39,057",$0,$0,"$1,536,429","$66,188",,,,,,,$35
FY2007,Baccalaureate (All),Central Baptist College,"$91,469","$1,372,186","$163,298","$6,930",$0,$600,"$170,828",$0,$0,"$1,543,014","$60,675",,,,,,,$0
FY2008,Baccalaureate (All),Central Baptist College,"$193,641","$871,016","$57,414","$2,695",$0,$300,"$60,409",$0,$0,"$931,425","$39,659",,,,,,,$200
FY2009,Baccalaureate (All),Central Baptist College,"$300,837","$969,877","$1,177,545","$106,670",$0,$800,"$1,285,015",$0,$0,"$2,254,892","$70,856",,,,,,,$80
FY2010,Baccalaureate (All),Central Baptist College,"$349,810","$993,172","$102,713","$1,765",$0,"$22,041","$126,519","$10,000","$4,804","$1,124,495","$61,982",,,,,,,"$1,130"
FY2006,Baccalaureate (All),University of the Ozarks,"$2,313,500","$3,394,211",$0,"$112,272",$0,"$20,153,444","$20,265,716","$30,693","$15,599","$23,675,526","$352,783",328,"$30,649",0,328,$0,"$30,649","$2,139"
FY2007,Baccalaureate (All),University of the Ozarks,"$11,224,082","$11,989,905","$59,189","$56,483",$0,"$3,157,737","$3,273,409",$0,$0,"$15,263,314","$259,008",291,"$23,006",0,291,$0,"$23,006","$1,276"
FY2008,Baccalaureate (All),University of the Ozarks,"$755,858","$1,495,908","$135,019","$35,631",$0,"$1,726,491","$1,897,141","$145,548","$73,556","$3,466,605","$243,093",214,"$16,451",0,214,$0,"$16,451","$2,596"
FY2009,Baccalaureate (All),University of the Ozarks,"$140,165","$872,528","$1,144,514",$0,"$28,261","$871,861","$2,044,636","$92,787","$64,217","$2,981,381","$241,039",316,"$37,118",4,320,"$4,311","$41,429",$490
FY2010,Baccalaureate (All),University of the Ozarks,"$207,487","$929,814","$1,280,870",$0,$0,"$1,005,183","$2,286,053","$151,439","$85,273","$3,301,140","$198,875",0,$0,0,0,$0,$0,"$6,736"
FY2006,Baccalaureate (All),Hendrix College,"$1,062,152","$3,167,551","$5,384,975","$11,275",$0,"$1,933,970","$7,330,220","$1,319,699","$506,772","$11,004,543","$3,101,765",0,$0,0,0,$0,$0,$136
FY2007,Baccalaureate (All),Hendrix College,"$824,462","$2,972,393","$1,793,750","$10,050",$0,"$3,538,663","$5,342,463","$11,299","$7,863","$8,322,719","$3,151,512",0,$0,0,0,$0,$0,$0
FY2009,Baccalaureate (All),Hendrix College,"$1,092,466","$2,868,560","$3,426,800",$50,$0,"$3,176,702","$6,603,552","$1,718,522","$1,258,191","$10,730,303","$3,158,140",,,,,,,"$1,020"
FY2010,Baccalaureate (All),Hendrix College,"$170,404","$1,820,251","$2,922,186","$16,761",$0,"$1,496,813","$4,435,760","$305,000","$177,495","$6,433,506","$2,067,235",,,,,,,"$14,260"
FY2006,Baccalaureate (All),Ouachita Baptist University,"$1,678,686","$6,710,534","$4,034,405",$0,$0,"$5,439,596","$9,474,001","$226,500","$116,313","$16,300,848","$3,119,279",165,"$100,723",1,166,"$20,000","$120,723","$38,270"
FY2006,Baccalaureate (All),University of Arkansas-Fort Smith,"$843,389","$846,499",$0,"$185,063",$0,"$3,043,415","$3,228,478",,$0,"$4,074,977","$113,497",,,,,,,
FY2007,Baccalaureate (All),University of Arkansas-Fort Smith,"$576,309","$607,059",$0,"$45,097",$0,"$4,791,107","$4,836,204",,$0,"$5,443,263","$264,053",,,,,,,
FY2008,Baccalaureate (All),University of Arkansas-Fort Smith,"$1,095,611","$1,723,365",$0,"$129,043",$0,"$5,787,481","$5,916,524",,$0,"$7,639,889","$284,660",,,,,,,
FY2009,Baccalaureate (All),University of Arkansas-Fort Smith,"$590,174","$724,084",$0,"$57,275",$0,"$2,695,125","$2,752,400",,$0,"$3,476,484","$61,150",,,,,,,
FY2010,Baccalaureate (All),University of Arkansas-Fort Smith,"$1,800,932","$1,843,295",$0,"$190,067",$0,"$613,402","$803,469",,$0,"$2,646,764","$682,447",,,,,,,
FY2006,Baccalaureate (All),California State University-Maritime,"$248,706","$358,230","$1,000","$300,000",$0,"$23,970","$324,970","$40,057","$15,130","$698,330","$83,648",7,"$5,858",0,7,$0,"$5,858",$100
FY2007,Baccalaureate (All),California State University-Maritime,"$198,787","$465,574","$16,780","$29,880",$0,"$43,690","$90,350",$0,$0,"$555,924","$113,323",10,"$15,608",0,10,$0,"$15,608","$6,970"
FY2008,Baccalaureate (All),California State University-Maritime,"$272,680","$489,132","$480,000","$68,805",$0,"$100,995","$649,800",$0,$0,"$1,138,932","$133,811",67,"$31,239",0,67,$0,"$31,239","$11,195"
FY2009,Baccalaureate (All),California State University-Maritime,"$780,233","$1,101,480",$0,"$26,000",$0,"$292,540","$318,540",$0,$0,"$1,420,020","$330,355",30,"$15,553",0,30,$0,"$15,553","$7,195"
FY2010,Baccalaureate (All),California State University-Maritime,"$1,083,890","$1,448,645","$151,000","$24,000",$0,"$99,213","$274,213",$0,$0,"$1,722,858","$171,478",18,"$133,542",0,18,$0,"$133,542","$2,595"
FY2006,Baccalaureate (All),Claremont McKenna College,"$7,515,319","$9,347,672","$1,421,689","$11,798,736","$3,500","$2,926,799","$16,150,724","$5,431,120","$1,539,667","$27,038,063","$6,929,762",299,"$220,590",18,317,"$276,601","$497,191","$116,733"
FY2007,Baccalaureate (All),Claremont McKenna College,"$26,609,477","$31,536,266","$535,099","$2,775","$3,500","$18,011,289","$18,552,663","$7,722,677","$5,284,401","$55,373,330","$7,727,735",224,"$151,617",23,247,"$27,730","$179,347","$119,455"
FY2008,Baccalaureate (All),Claremont McKenna College,"$6,080,301","$15,965,347","$993,255","$315,540","$3,500","$18,655,416","$19,967,711","$6,690,682","$1,912,240","$37,845,298","$7,813,872",274,"$209,670",14,288,"$64,916","$274,586","$109,085"
FY2009,Baccalaureate (All),Claremont McKenna College,"$4,632,429","$12,068,535","$1,091,611","$369,715","$5,000","$6,745,818","$8,212,144","$3,058,434","$1,029,043","$21,309,722","$4,817,641",253,"$136,883",10,263,"$6,205","$143,088","$93,970"
FY2010,Baccalaureate (All),Claremont McKenna College,"$6,306,235","$13,221,341","$1,553,285","$218,430","$5,000","$20,258,551","$22,035,266","$2,128,812","$649,624","$35,906,231","$16,007,678",301,"$264,317",16,317,"$57,375","$321,692","$121,568"
FY2006,Baccalaureate (All),Harvey Mudd College,"$4,634,256","$15,217,458","$345,758","$37,818",$0,"$10,849,629","$11,233,205","$25,579","$10,566","$26,461,229","$1,249,797",,,,,,,"$1,518"
FY2007,Baccalaureate (All),Harvey Mudd College,"$4,988,419","$6,691,891","$208,864","$36,423",$0,"$1,907,805","$2,153,092","$2,910",$790,"$8,845,773","$1,471,790",,,,,,,$700
FY2008,Baccalaureate (All),Harvey Mudd College,"$5,292,361","$7,631,171","$247,178","$55,525",$0,"$932,924","$1,235,627",$0,$0,"$8,866,798","$1,862,813",,,,,,,$520
FY2009,Baccalaureate (All),Harvey Mudd College,"$16,721,163","$20,116,100","$214,913","$26,292",$0,"$938,418","$1,179,623",$0,$0,"$21,295,723","$1,626,441",0,$0,0,0,$0,$0,$580
FY2010,Baccalaureate (All),Harvey Mudd College,"$5,215,408","$8,033,164","$11,545","$9,321",$0,"$1,965,414","$1,986,280",$0,$0,"$10,019,444","$1,907,023",,,,,,,"$1,030"
FY2007,Baccalaureate (All),Pitzer College,"$856,250","$5,082,336","$3,387",$108,$0,"$177,485","$180,980",$0,$0,"$5,263,316","$1,304,740",0,$0,0,0,$0,$0,$670
FY2008,Baccalaureate (All),Pitzer College,"$1,009,739","$4,411,113","$1,018,846",$0,$0,"$562,689","$1,581,535",$0,$0,"$5,992,648","$471,556",0,$0,0,0,$0,$0,$45
FY2009,Baccalaureate (All),Pitzer College,"$892,600","$3,194,188","$1,245,656",$132,$0,"$1,059,373","$2,305,161",$0,$0,"$5,499,349","$405,116",6,"$10,775",0,6,$0,"$10,775",$0
FY2010,Baccalaureate (All),Pitzer College,"$1,750,015","$6,074,027","$1,057,637",$225,$0,"$440,769","$1,498,631",$0,$0,"$7,572,658","$471,023",0,$0,0,0,$0,$0,$250
FY2006,Baccalaureate (All),Pomona College,"$2,941,713","$8,834,838","$1,936,213","$6,275",$0,"$2,662,748","$4,605,236","$11,590,960","$4,791,680","$18,231,754","$8,303,215",,,,,,,$0
FY2007,Baccalaureate (All),Pomona College,"$3,594,410","$10,350,384","$1,106,789",$0,$200,"$3,637,135","$4,744,124","$4,128,599","$1,868,822","$16,963,330","$8,949,301",,,,,,,$0
FY2008,Baccalaureate (All),Pomona College,"$3,568,569","$13,199,168","$3,112,628",$5,$0,"$4,038,047","$7,150,680","$9,778,349","$3,332,810","$23,682,658","$14,238,591",0,$0,0,0,$0,$0,$0
FY2009,Baccalaureate (All),Pomona College,"$2,446,137","$9,976,461","$1,500",$0,$25,"$2,135,185","$2,136,710","$4,801,641","$1,623,286","$13,736,457","$8,399,094",0,$0,0,0,$0,$0,$0
FY2010,Baccalaureate (All),Pomona College,"$2,973,025","$10,093,369","$1,714,924","$794,900",$0,"$5,598,555","$8,108,379","$3,577,504","$820,350","$19,022,098","$9,100,460",0,$0,0,0,$0,$0,$0
FY2006,Baccalaureate (All),Scripps College,"$1,157,136","$3,436,261","$742,883","$32,854",$50,"$1,605,232","$2,381,019","$1,045,688","$562,769","$6,380,049","$3,677,780",0,$0,0,0,$0,$0,$0
FY2007,Baccalaureate (All),Scripps College,"$1,155,342","$3,300,995","$1,683,593","$67,250","$9,881","$7,197,832","$8,958,556","$361,308","$192,732","$12,452,283","$7,501,141",0,$0,0,0,$0,$0,$0
FY2008,Baccalaureate (All),Scripps College,"$1,263,861","$4,031,581","$249,459",$0,$100,"$4,101,591","$4,351,150","$75,000","$42,434","$8,425,165","$6,149,604",0,$0,0,0,$0,$0,$0
FY2009,Baccalaureate (All),Scripps College,"$3,604,734","$5,312,209","$676,938",$0,$0,"$3,922,386","$4,599,324","$165,000","$81,591","$9,993,124","$7,061,467",0,$0,0,0,$0,$0,$0
FY2010,Baccalaureate (All),Scripps College,"$4,158,930","$5,850,121","$1,802,513",$0,$0,"$7,718,088","$9,520,601","$140,012","$58,510","$15,429,232","$12,391,301",0,$0,0,0,$0,$0,$0
FY2006,Baccalaureate (All),Occidental College,"$5,507,488","$8,587,958","$4,802,860","$447,218",$431,"$2,871,153","$8,121,662","$4,441,741","$1,581,316","$18,290,936","$7,197,255",,,,,,,"$197,566"
FY2007,Baccalaureate (All),Occidental College,"$5,649,275","$9,344,607","$939,076","$823,059",$0,"$11,711,814","$13,473,949","$2,864,968","$1,140,980","$23,959,536","$7,180,063",,,,,,,"$390,053"
FY2008,Baccalaureate (All),Occidental College,"$3,480,283","$7,217,474","$789,338","$2,067,410",$0,"$236,878","$3,093,626",,"$329,884","$10,640,984","$3,914,005",,,,,,,
FY2009,Baccalaureate (All),Occidental College,"$4,871,533","$7,421,885","$116,258","$722,370",$0,"$3,185,940","$4,024,568",,"$196,446","$11,642,899","$3,389,251",,,,,,,
FY2010,Baccalaureate (All),Occidental College,"$6,137,754","$8,889,099","$1,109,788","$993,009",$0,"$2,398,258","$4,501,055",,"$141,780","$13,531,934","$5,320,614",,,,,,,
FY2006,Baccalaureate (All),Pacific Union College,"$339,720","$4,526,689","$246,839","$325,020",$275,"$845,780","$1,417,914",,"$430,813","$6,375,416","$1,028,125",,,,,,,
FY2007,Baccalaureate (All),Pacific Union College,"$286,792","$4,452,027","$556,804","$64,534","$117,436","$1,163,515","$1,902,289",,"$151,066","$6,505,382","$1,216,912",,,,,,,
FY2008,Baccalaureate (All),Pacific Union College,"$380,391","$4,849,977","$530,277","$1,305","$314,575","$313,023","$1,159,180",,"$229,690","$6,238,847","$785,263",,,,,,,
FY2009,Baccalaureate (All),Pacific Union College,"$213,725","$4,627,557","$115,615",$100,"$173,511","$222,505","$511,731",,$0,"$5,139,288","$683,269",,,,,,,
FY2010,Baccalaureate (All),Pacific Union College,"$703,758","$4,415,128","$145,447",$0,"$17,290","$71,347","$234,084",,"$29,009","$4,678,221","$641,090",,,,,,,
FY2006,Baccalaureate (All),Westmont College,"$1,813,052","$3,128,236","$1,390,843","$42,600",$480,"$2,103,198","$3,537,121","$50,000","$19,440","$6,684,797","$1,403,003",518,"$498,342",18,536,"$675,666","$1,174,008","$11,440"
FY2007,Baccalaureate (All),Westmont College,"$1,419,569","$2,942,020","$2,273,850","$14,620",$480,"$3,741,129","$6,030,079","$59,581","$18,054","$8,990,153","$2,648,771",468,"$494,738",336,804,"$591,018","$1,085,756","$41,300"
FY2008,Baccalaureate (All),Westmont College,"$1,797,967","$4,918,138","$1,449,045","$143,256","$24,584","$1,604,783","$3,221,668","$432,725","$206,258","$8,346,064","$2,003,041",489,"$452,618",104,593,"$563,079","$1,015,697","$31,383"
FY2009,Baccalaureate (All),Westmont College,"$2,955,170","$11,954,039","$2,188,531","$7,100",$480,"$411,044","$2,607,155","$1,060,500","$308,389","$14,869,583","$2,108,528",456,"$486,777",36,492,"$96,166","$582,943","$55,425"
FY2010,Baccalaureate (All),Westmont College,"$1,742,892","$6,218,212","$2,375,249","$8,651",$480,"$577,749","$2,962,129","$305,000","$174,217","$9,354,558","$1,806,973",424,"$584,471",48,472,"$82,909","$667,380","$39,898"
FY2006,Baccalaureate (All),Whittier College,"$1,820,152","$2,908,506","$1,539,449","$5,084",$0,"$891,582","$2,436,115","$291,543","$136,314","$5,480,935","$3,119,406",0,$0,0,0,$0,$0,$0
FY2007,Baccalaureate (All),Whittier College,"$2,023,925","$3,032,822","$1,768,882","$719,003",$0,"$1,696,561","$4,184,446","$38,947","$20,810","$7,238,078","$3,869,309",,,,,,,"$111,070"
FY2008,Baccalaureate (All),Whittier College,"$1,336,605","$2,748,379","$2,613,137","$4,245",$0,"$6,905,203","$9,522,585","$20,000","$16,794","$12,287,758","$3,727,264",,,,,,,"$110,595"
FY2009,Baccalaureate (All),Whittier College,"$2,323,945","$3,744,445","$2,149,214","$6,790",$0,"$591,181","$2,747,185",$0,$0,"$6,491,630","$2,034,810",,,,,,,"$81,366"
FY2010,Baccalaureate (All),Whittier College,"$2,008,045","$3,183,120","$1,076,167","$4,394",$0,"$427,843","$1,508,404","$25,000","$14,209","$4,705,733","$1,766,158",,,,,,,"$89,147"
FY2006,Baccalaureate (All),Colorado College,"$3,401,630","$5,366,945","$1,669,531","$164,571",$0,"$2,558,954","$4,393,056","$77,232","$32,873","$9,792,874","$3,072,274",455,"$161,920",119,574,"$99,027","$260,947","$30,505"
FY2007,Baccalaureate (All),Colorado College,"$5,194,429","$7,264,371","$1,837,027","$531,362",$0,"$3,449,547","$5,817,936","$187,843","$77,545","$13,159,852","$3,825,857",558,"$87,928",68,626,"$73,102","$161,030","$29,370"
FY2008,Baccalaureate (All),Colorado College,"$5,007,451","$7,071,889","$8,023,801","$718,554",$0,"$6,159,343","$14,901,698","$631,711","$197,175","$22,170,762","$3,321,821",570,"$84,068",80,650,"$58,670","$142,738","$27,062"
FY2009,Baccalaureate (All),Colorado College,"$4,867,948","$6,818,673","$2,276,709","$791,327",$0,"$4,354,785","$7,422,821",$0,$0,"$14,241,494","$2,946,256",493,"$79,118",59,552,"$30,611","$109,729","$25,242"
FY2010,Baccalaureate (All),Colorado College,"$6,007,019","$8,023,018","$1,790,372","$702,596",$0,"$2,081,378","$4,574,346","$10,000","$5,819","$12,603,183","$3,016,266",486,"$96,637",115,601,"$63,752","$160,389","$20,785"
FY2006,Baccalaureate (All),Connecticut College,"$1,424,061","$4,923,495","$3,150,876","$197,868",$250,"$14,379,955","$17,728,949","$553,480","$258,718","$22,911,162","$16,531,275",205,"$210,943",0,205,$0,"$210,943","$45,703"
FY2007,Baccalaureate (All),Connecticut College,"$1,954,757","$6,218,194","$2,283,063","$670,368",$0,"$2,082,271","$5,035,702","$2,129,464","$1,919,403","$13,173,299","$7,651,158",272,"$183,539",,272,,"$183,539","$78,871"
FY2008,Baccalaureate (All),Connecticut College,"$3,387,959","$7,598,069","$5,255,897","$452,269",$0,"$6,660,934","$12,369,100","$1,176,126","$768,212","$20,735,381","$10,730,487",254,"$273,075",,254,,"$273,075","$28,788"
FY2009,Baccalaureate (All),Connecticut College,"$3,243,559","$6,769,027","$2,472,790","$81,364",$0,"$2,682,823","$5,236,977","$1,139,266","$435,903","$12,441,907","$5,452,217",213,"$186,010",0,213,$0,"$186,010","$53,685"
FY2010,Baccalaureate (All),Connecticut College,"$4,054,566","$7,421,841","$3,636,603","$137,041",$0,"$3,529,642","$7,303,286","$411,849","$401,778","$15,126,905","$8,225,681",229,"$112,483",0,229,$0,"$112,483","$22,028"
FY2006,Baccalaureate (All),Trinity College,"$7,392,593","$13,804,531","$5,301,116","$204,431",$0,"$4,437,661","$9,943,208","$732,300","$389,278","$24,137,017","$10,529,841",473,"$647,012",17,490,"$64,156","$711,168","$377,912"
FY2007,Baccalaureate (All),Trinity College,"$5,083,595","$12,262,442","$4,997,898","$9,555",$0,"$8,670,370","$13,677,823","$1,795,572","$1,173,615","$27,113,880","$12,069,335",949,"$715,257",151,"1,100","$312,177","$1,027,434","$421,502"
FY2008,Baccalaureate (All),Trinity College,"$4,772,701","$12,676,911","$3,630,421","$49,584",$0,"$18,218,347","$21,898,352","$2,062,623","$669,661","$35,244,924","$17,602,009","1,237","$912,352",132,"1,369","$239,484","$1,151,836","$429,274"
FY2009,Baccalaureate (All),Trinity College,"$4,738,699","$12,918,132","$2,130,880","$28,497",$0,"$9,797,634","$11,957,011","$14,561,972","$11,542,230","$36,417,373","$11,471,201",984,"$783,956",137,"1,121","$313,348","$1,097,304","$392,018"
FY2010,Baccalaureate (All),Trinity College,"$5,725,172","$14,396,759","$923,367","$66,905",$0,"$12,338,910","$13,329,182","$514,877","$191,453","$27,917,394","$11,285,869","1,234","$862,973",29,"1,263","$274,687","$1,137,660","$411,251"
FY2008,Baccalaureate (All),United States Coast Guard Academy,"$1,127,737","$1,563,424","$304,251","$1,423",$0,"$1,597,570","$1,903,244","$5,000","$1,952","$3,468,620","$2,766,936",257,"$40,922",65,322,"$12,269","$53,191","$49,565"
FY2009,Baccalaureate (All),United States Coast Guard Academy,"$1,226,420","$1,629,628","$128,793","$1,982",$0,"$359,240","$490,015",$0,$0,"$2,119,643","$1,428,553",368,"$117,592",65,433,"$13,881","$131,473","$81,546"
FY2010,Baccalaureate (All),United States Coast Guard Academy,"$1,219,558","$1,650,161","$107,518","$1,248",$0,"$609,562","$718,328","$5,000","$2,136","$2,370,625","$1,551,786",436,"$239,435",30,466,"$4,112","$243,547","$80,786"
FY2006,Baccalaureate (All),Wesleyan University,"$9,560,358","$19,292,210","$4,213,067","$610,383",$0,"$10,600,991","$15,424,441","$453,386","$189,373","$34,906,024","$11,909,752",400,"$154,730",0,400,$0,"$154,730","$74,794"
FY2007,Baccalaureate (All),Wesleyan University,"$14,363,293","$23,813,429","$2,515,701","$25,000",$0,"$6,540,980","$9,081,681","$3,142,406","$2,295,196","$35,190,306","$17,324,033",466,"$219,164",0,466,$0,"$219,164","$151,118"
FY2008,Baccalaureate (All),Wesleyan University,"$11,261,586","$21,193,257","$4,186,339","$2,094",$0,"$7,503,876","$11,692,309","$1,429,580","$1,188,869","$34,074,435","$15,875,573",48,"$2,259,980",0,48,$0,"$2,259,980","$187,902"
FY2009,Baccalaureate (All),Wesleyan University,"$10,182,767","$19,261,183","$2,624,759",$838,$0,"$8,570,360","$11,195,957","$2,125,034","$1,426,506","$31,883,646","$13,338,770",461,"$196,672",0,461,$0,"$196,672","$109,674"
FY2010,Baccalaureate (All),Wesleyan University,"$10,392,959","$18,126,583","$3,735,017","$246,175",$0,"$10,922,314","$14,903,506","$1,084,813","$856,657","$33,886,746","$14,429,768",654,"$635,453",0,654,$0,"$635,453","$337,599"
FY2006,Baccalaureate (All),Wesley College,"$599,558","$1,185,812","$9,303,100","$465,391",$0,"$191,904","$9,960,395",,"$69,000","$11,215,207","$359,200",,,,,,,
FY2006,Baccalaureate (All),Bethune-Cookman University,"$1,042,339","$3,147,204","$1,710,767",$0,$0,"$1,557,267","$3,268,034",,$0,"$6,415,238","$530,586",,,,,,,
FY2008,Baccalaureate (All),Clearwater Christian College,"$301,866","$1,702,794",$0,$0,$0,$0,$0,$0,$0,"$1,702,794","$11,363",,,,,,,$800
FY2010,Baccalaureate (All),Clearwater Christian College,"$193,965","$1,161,120","$54,802",$0,$0,$0,"$54,802",$0,$0,"$1,215,922","$56,728",,,,,,,$30
FY2008,Baccalaureate (All),Edison State College,$0,"$214,916",$0,$0,$0,"$2,584,327","$2,584,327",,"$615,717","$3,414,960",$0,,,,,,,
FY2010,Baccalaureate (All),Edison State College,$0,"$209,559","$45,268","$24,301",$0,"$1,758,901","$1,828,470",,$0,"$2,038,029",$0,,,,,,,
FY2006,Baccalaureate (All),Eckerd College,"$1,051,700","$2,398,594","$427,198",$0,$0,"$1,886,207","$2,313,405",$0,$0,"$4,711,999","$653,059",,,,,,,
FY2008,Baccalaureate (All),Eckerd College,"$687,934","$8,022,087","$411,924",$370,$0,"$3,098,886","$3,511,180",$0,$0,"$11,533,267","$734,990",,,,,,,
FY2006,Baccalaureate (All),Indian River State College,"$4,083,424","$4,756,318","$6,743,939",$0,$0,"$3,262,410","$10,006,349",,"$460,000","$15,222,667","$90,230",,,,,,,
FY2007,Baccalaureate (All),Indian River State College,"$586,278","$964,854","$9,874,559",$0,$0,"$2,729,749","$12,604,308",,$0,"$13,569,162","$25,000",,,,,,,
FY2008,Baccalaureate (All),Indian River State College,"$3,957,922","$4,836,606","$2,837,000","$786,803",$0,$0,"$3,623,803",,$0,"$8,460,409","$125,000",,,,,,,
FY2010,Baccalaureate (All),Indian River State College,"$2,118,818","$2,607,165","$290,580",$0,$0,"$313,647","$604,227",,$0,"$3,211,392","$96,342",,,,,,,
FY2007,Baccalaureate (All),Northwest Florida State College,"$681,294","$1,884,095","$937,500",$0,$0,"$11,981,147","$12,918,647",,"$2,493,585","$17,296,327","$26,985",,,,,,,
FY2006,Baccalaureate (All),Abraham Baldwin Agricultural College,"$517,606","$624,472","$329,905",$0,$0,"$562,872","$892,777",$0,$0,"$1,517,249","$776,517",47,"$14,836",4,51,"$24,500","$39,336","$2,150"
FY2007,Baccalaureate (All),Abraham Baldwin Agricultural College,"$604,877","$726,364","$177,327",$0,$0,"$336,639","$513,966",$0,$0,"$1,240,330","$379,354",70,"$25,581",2,72,"$3,724","$29,305","$4,794"
FY2008,Baccalaureate (All),Abraham Baldwin Agricultural College,"$1,582,412","$1,690,556","$163,120","$100,000",$0,"$226,042","$489,162",$0,$0,"$2,179,718","$314,394",52,"$22,827",0,52,$0,"$22,827","$4,757"
FY2009,Baccalaureate (All),Abraham Baldwin Agricultural College,"$404,652","$446,430","$747,645",$0,$0,"$320,250","$1,067,895",$0,$0,"$1,514,325","$419,638",121,"$16,921",0,121,$0,"$16,921","$2,350"
