Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2014,Baccalaureate (All),Assumption College,"$517,150","$1,220,142","$2,652,000",$0,$0,"$520,082","$3,172,082",,"$16,497","$4,408,721","$1,067,920",,,,,,,
FY2015,Baccalaureate (All),Assumption College,"$697,634","$1,436,433","$99,664",$0,$0,"$473,087","$572,751",,$0,"$2,009,184","$1,057,520",,,,,,,
FY2016,Baccalaureate (All),Assumption College,"$641,636","$1,252,797","$1,888,259",$0,$0,"$323,112","$2,211,371",,"$12,572","$3,476,740","$1,123,065",,,,,,,
FY2011,Baccalaureate (All),College of the Holy Cross,"$4,312,409","$13,148,201","$11,679,552","$975,177",$0,"$3,126,347","$15,781,076","$285,396","$44,610","$28,973,887","$21,114,191",5,"$5,810",0,5,$0,"$5,810","$599,116"
FY2012,Baccalaureate (All),College of the Holy Cross,"$3,344,362","$11,446,647","$6,874,707","$765,525",$0,"$3,569,379","$11,209,611","$155,000","$33,161","$22,689,419","$9,775,782",10,"$16,575",0,10,$0,"$16,575","$709,765"
FY2013,Baccalaureate (All),College of the Holy Cross,"$7,724,819","$17,035,539","$1,715,009","$1,663,550",$0,"$5,389,309","$8,767,868","$64,325","$2,594","$25,806,001","$14,696,527",6,$925,,6,,$925,"$755,520"
FY2014,Baccalaureate (All),College of the Holy Cross,"$6,216,968","$15,667,625","$17,529,183","$535,317",$0,"$7,890,767","$25,955,267","$374,438","$20,210","$41,643,102","$25,569,387",,,,,,,"$869,546"
FY2015,Baccalaureate (All),College of the Holy Cross,"$8,325,770","$17,578,057","$14,552,514","$899,177",$0,"$6,746,604","$22,198,295","$145,203","$54,943","$39,831,295","$23,246,401",15,"$15,063",0,15,$0,"$15,063","$1,379,256"
FY2016,Baccalaureate (All),College of the Holy Cross,"$7,263,871","$16,883,101","$19,734,143","$1,984,853",$0,"$8,090,702","$29,809,698","$65,748","$31,560","$46,724,359","$27,599,759",15,"$15,415",1,16,"$1,500","$16,915","$1,096,705"
FY2011,Baccalaureate (All),Emmanuel College,"$257,116","$1,191,699","$1,671,014",$0,$0,"$959,982","$2,630,996",,$0,"$3,822,695","$2,100,562",,,,,,,
FY2012,Baccalaureate (All),Emmanuel College,"$380,560","$2,120,742","$1,737,088",$0,$0,"$260,175","$1,997,263",,"$20,384","$4,138,389","$1,571,665",,,,,,,
FY2013,Baccalaureate (All),Emmanuel College,"$211,008","$1,118,891","$1,915,832",$0,$0,"$706,739","$2,622,571",,"$46,693","$3,788,155","$2,677,265",,,,,,,
FY2011,Baccalaureate (All),Gordon College,"$870,413","$3,616,896","$2,489,052","$11,925",$0,"$485,143","$2,986,120","$314,000","$210,201","$6,813,217","$425,540",64,"$62,836",1,65,"$200,000","$262,836","$6,035"
FY2012,Baccalaureate (All),Gordon College,"$983,779","$4,041,165","$868,771","$30,930",$0,"$2,893,164","$3,792,865","$141,815","$61,984","$7,896,014","$408,836",214,"$68,753",0,214,$0,"$68,753","$11,420"
FY2013,Baccalaureate (All),Gordon College,"$1,126,540","$3,855,145","$730,135","$13,680",$0,"$207,814","$951,629","$19,711","$18,840","$4,825,614","$364,713",,,,,,,"$16,940"
FY2011,Baccalaureate (All),Massachusetts College of Liberal Arts,"$714,347","$986,628",$0,$0,$0,"$124,926","$124,926",$0,$0,"$1,111,554","$134,198",,,,,,,"$6,796"
FY2012,Baccalaureate (All),Massachusetts College of Liberal Arts,"$1,311,392","$1,645,827",$0,$0,$0,"$625,247","$625,247",$0,$0,"$2,271,074","$142,105",,,,,,,"$10,920"
FY2013,Baccalaureate (All),Massachusetts College of Liberal Arts,"$696,091","$1,518,820",$0,$0,$0,"$258,067","$258,067",$0,$0,"$1,776,887","$282,517",,,,,,,"$9,515"
FY2014,Baccalaureate (All),Massachusetts College of Liberal Arts,"$730,564","$787,801",$0,$0,$0,"$493,266","$493,266",$0,$0,"$1,281,067","$140,267",,,,,,,"$13,320"
FY2015,Baccalaureate (All),Massachusetts College of Liberal Arts,"$759,643","$791,163",$0,$0,$0,"$552,816","$552,816",$0,$0,"$1,343,979","$223,118",,,,,,,"$22,303"
FY2016,Baccalaureate (All),Massachusetts College of Liberal Arts,"$683,327","$708,469",$0,"$473,649",$0,$0,"$473,649","$50,000","$14,177","$1,196,295","$198,022",,,,,,,"$11,243"
FY2011,Baccalaureate (All),Mount Holyoke College,"$2,944,813","$10,704,220","$351,712","$2,868,716","$2,467","$6,484,831","$9,707,726","$692,253","$506,318","$20,918,264","$14,157,030",0,$0,0,0,$0,$0,"$19,517"
FY2012,Baccalaureate (All),Mount Holyoke College,"$4,972,799","$12,257,295","$570,377","$4,131,086","$1,435","$6,703,301","$11,406,199","$1,578,977","$1,230,458","$24,893,952","$17,170,953",0,$0,0,0,$0,$0,"$30,627"
FY2013,Baccalaureate (All),Mount Holyoke College,"$7,774,207","$15,367,954","$1,000","$8,403,750","$1,153","$7,706,035","$16,111,938","$1,697,392","$1,255,841","$32,735,733","$19,859,669",0,$0,0,0,$0,$0,"$33,042"
FY2014,Baccalaureate (All),Mount Holyoke College,"$9,401,956","$17,073,176","$135,312","$3,225,940",$945,"$9,257,114","$12,619,311","$652,429","$456,938","$30,149,425","$21,787,202",0,$0,0,0,$0,$0,"$38,554"
FY2015,Baccalaureate (All),Mount Holyoke College,"$9,872,185","$18,188,835",$0,"$2,678,671","$2,220","$4,655,816","$7,336,707","$598,694","$352,637","$25,878,179","$19,276,140",0,$0,0,0,$0,$0,"$78,738"
FY2016,Baccalaureate (All),Mount Holyoke College,"$2,371,646","$9,948,583","$15,992,777","$1,143,231",$0,"$19,105,999","$36,242,007","$446,933","$173,137","$46,363,727","$37,066,568",0,$0,0,0,$0,$0,"$26,192"
FY2011,Baccalaureate (All),Smith College,"$7,539,308","$20,615,314","$2,636,504","$203,596",$175,"$15,525,107","$18,365,382","$1,730,195","$717,183","$39,697,879","$23,660,680",,"$59,510",,,"$354,000","$413,510","$35,856"
FY2012,Baccalaureate (All),Smith College,"$14,770,593","$31,315,440","$3,138,167","$297,282",$150,"$9,275,027","$12,710,626","$5,954,387","$3,769,838","$47,795,904","$21,260,902",,"$86,070",0,0,$0,"$86,070","$45,331"
FY2013,Baccalaureate (All),Smith College,"$11,118,244","$24,810,732","$1,748,098","$720,180",$650,"$9,247,653","$11,716,581","$2,834,187","$1,404,300","$37,931,613","$19,091,545",,"$83,944",,,,"$83,944","$26,449"
FY2014,Baccalaureate (All),Smith College,"$7,164,013","$19,947,648","$2,796,845","$508,216",$250,"$17,266,558","$20,571,869","$1,604,550","$800,404","$41,319,921","$24,922,052",,,,,,,"$28,978"
FY2015,Baccalaureate (All),Smith College,"$11,547,914","$28,070,418","$3,189,938","$1,630,103",$650,"$17,980,375","$22,801,066","$2,308,996","$958,600","$51,830,084","$33,513,346",,,,,,,"$35,350"
FY2016,Baccalaureate (All),Smith College,"$11,054,278","$30,761,184","$3,118,501","$153,981",$500,"$19,030,419","$22,303,401","$7,188,238","$4,366,844","$57,431,429","$36,344,699",0,$0,0,0,$0,$0,"$67,073"
FY2011,Baccalaureate (All),Stonehill College,"$1,030,654","$2,101,673","$910,831",$0,$0,"$3,620,814","$4,531,645","$10,000","$5,910","$6,639,228","$1,591,155",,,,,,,
FY2012,Baccalaureate (All),Stonehill College,"$479,859","$1,333,134","$911,727","$333,332","$2,000","$1,482,125","$2,729,184","$337,840","$331,919","$4,394,237","$1,271,006",,,,,,,
FY2013,Baccalaureate (All),Stonehill College,"$816,639","$1,420,186","$1,767,844",$0,$0,"$9,562,445","$11,330,289",$0,$0,"$12,750,475","$1,549,931",,,,,,,
FY2014,Baccalaureate (All),Stonehill College,"$1,732,176","$3,022,752","$1,006,892",$0,$0,"$1,531,311","$2,538,203",$0,$0,"$5,560,955","$1,587,616",,,,,,,
FY2015,Baccalaureate (All),Stonehill College,"$1,637,674","$2,754,995","$419,080",$0,$0,"$2,058,204","$2,477,284",$0,$0,"$5,232,279","$1,276,470",,,,,,,
FY2016,Baccalaureate (All),Stonehill College,"$1,562,671","$3,075,916","$838,486",$0,$0,"$1,710,525","$2,549,011",$0,$0,"$5,624,927","$1,332,518",,,,,,,
FY2011,Baccalaureate (All),Wellesley College,"$8,462,464","$20,000,801","$2,314,703","$10,466",$50,"$14,365,031","$16,690,250","$4,101,898","$1,409,466","$38,100,517","$19,976,835",,,,,,,$0
FY2012,Baccalaureate (All),Wellesley College,"$8,765,014","$22,140,590","$2,441,399","$339,143",$50,"$7,501,366","$10,281,958","$7,055,560","$5,062,260","$37,484,808","$19,270,114",,,,,,,$0
FY2013,Baccalaureate (All),Wellesley College,"$9,937,148","$23,981,999","$7,154,439","$17,551",$50,"$6,981,616","$14,153,656","$4,329,351","$2,699,830","$40,835,485","$19,280,804",,,,,,,$0
FY2014,Baccalaureate (All),Wellesley College,"$19,992,211","$32,949,181","$17,103,758","$20,314",$0,"$42,539,363","$59,663,435","$3,503,833","$2,151,679","$94,764,295","$31,651,485",,,,,,,$0
FY2015,Baccalaureate (All),Wellesley College,"$8,755,840","$22,114,439","$5,088,229","$18,855",$0,"$23,396,867","$28,503,951","$1,860,156","$867,534","$51,485,924","$34,834,452",,,,,,,$0
FY2016,Baccalaureate (All),Wellesley College,"$14,869,801","$33,345,977","$7,387,741","$8,836",$0,"$16,175,422","$23,571,999","$3,179,494","$1,356,748","$58,274,724","$28,564,429",,,,,,,$0
FY2011,Baccalaureate (All),Wheaton College,"$4,717,157","$6,989,182","$4,418,316","$129,352",$0,"$5,170,815","$9,718,483","$4,592,318","$3,612,474","$20,320,139","$8,309,186",189,"$34,141",0,189,$0,"$34,141","$16,304"
FY2012,Baccalaureate (All),Wheaton College,"$3,077,436","$5,165,217","$3,947,932","$125,279",$0,"$3,795,406","$7,868,617","$166,187","$90,101","$13,123,935","$8,201,617",187,"$25,610",0,187,$0,"$25,610","$16,259"
FY2013,Baccalaureate (All),Wheaton College,"$2,956,893","$5,128,895","$3,767,904","$30,000",$0,"$4,347,270","$8,145,174","$276,001","$156,810","$13,430,879","$9,492,227",364,"$47,270",23,387,"$435,948","$483,218","$15,711"
FY2014,Baccalaureate (All),Wheaton College,"$3,168,660","$5,101,819","$1,375,553","$59,071",$1,"$2,620,832","$4,055,457","$415,614","$364,144","$9,521,420","$6,019,662",290,"$74,498",26,316,"$334,500","$408,998","$37,230"
FY2015,Baccalaureate (All),Wheaton College,"$3,412,240","$5,594,891","$1,160,290",$0,$2,"$2,665,964","$3,826,256","$466,078","$383,050","$9,804,197","$5,349,917",297,"$56,565",15,312,"$11,700","$68,265","$23,005"
FY2016,Baccalaureate (All),Wheaton College,"$3,998,516","$6,285,046","$992,006","$20,000",$0,"$2,839,668","$3,851,674","$50,000","$42,000","$10,178,720","$5,426,589",515,"$90,858",0,515,$0,"$90,858","$25,588"
FY2011,Baccalaureate (All),Williams College,"$3,504,612","$18,947,957","$3,034,105","$11,679,636",$0,"$19,057,601","$33,771,342","$3,414,003","$1,443,973","$54,163,272","$26,882,409",,,,,,,"$105,862"
FY2012,Baccalaureate (All),Williams College,"$2,526,626","$14,947,437","$3,711,416","$11,414,271",$0,"$14,013,254","$29,138,941","$7,138,424","$1,936,947","$46,023,325","$22,672,181",,,,,,,"$70,200"
FY2013,Baccalaureate (All),Williams College,"$3,408,608","$16,550,563","$2,508,256","$9,794,854",$0,"$11,846,381","$24,149,491","$2,721,868","$1,221,871","$41,921,925","$16,647,660",,,,,,,"$15,500"
FY2014,Baccalaureate (All),Williams College,"$7,916,723","$21,233,493","$3,333,454","$15,563,492",$0,"$6,923,097","$25,820,043","$3,076,576","$1,706,659","$48,760,195","$18,416,675",,,,,,,"$1,800"
FY2015,Baccalaureate (All),Williams College,"$7,028,488","$22,133,080","$3,835,112","$9,647,618",$0,"$15,694,427","$29,177,157","$2,654,288","$1,976,509","$53,286,746","$22,215,189",,,,,,,"$1,000"
FY2016,Baccalaureate (All),Williams College,"$6,792,640","$26,465,813","$21,500,188","$8,135,986",$0,"$14,560,566","$44,196,740","$2,439,566","$2,044,075","$72,706,628","$25,990,047",,,,,,,$250
FY2011,Baccalaureate (All),Albion College,"$2,528,413","$4,579,321","$2,507,392","$5,375",$0,"$2,197,584","$4,710,351","$103,598","$50,186","$9,339,858","$3,775,633",,,,,,,"$54,863"
FY2012,Baccalaureate (All),Albion College,"$847,062","$2,268,976","$1,339,952","$13,900",$0,"$1,191,536","$2,545,388","$300,905","$75,886","$4,890,250","$2,406,121",,,,,,,"$53,635"
FY2013,Baccalaureate (All),Albion College,"$916,461","$2,395,342","$2,571,691","$24,275",$0,"$1,428,481","$4,024,447",$0,$0,"$6,419,789","$3,594,097",,,,,,,"$46,358"
FY2014,Baccalaureate (All),Albion College,"$846,516","$2,370,381","$2,863,442","$15,564",$0,"$1,441,949","$4,320,955","$10,000","$3,438","$6,694,774","$4,020,847",,,,,,,"$47,965"
FY2015,Baccalaureate (All),Albion College,"$1,137,130","$2,522,521","$1,249,212","$13,175",$0,"$973,461","$2,235,848","$1,224,116","$589,134","$5,347,503","$3,109,111",,,,,,,"$51,359"
FY2016,Baccalaureate (All),Albion College,"$1,358,218","$2,659,868","$2,811,702","$18,825",$0,"$1,661,226","$4,491,753","$50,000","$19,583","$7,171,204","$5,150,721",,,,,,,"$133,707"
FY2011,Baccalaureate (All),Alma College,"$419,818","$1,172,816","$633,044","$29,859",$205,"$2,928,278","$3,591,386","$35,000","$15,629","$4,779,831","$1,128,336",552,"$54,435",127,679,"$726,689","$781,124",$0
FY2012,Baccalaureate (All),Alma College,"$1,632,346","$3,033,078","$324,531",$0,$0,"$929,935","$1,254,466","$2,252,000","$1,517,860","$5,805,404","$2,424,902",576,"$55,668",23,599,"$220,497","$276,165","$14,187"
FY2013,Baccalaureate (All),Alma College,"$1,317,475","$2,097,731","$1,117,564",$0,$0,"$275,889","$1,393,453","$41,000","$28,941","$3,520,125","$1,002,794",937,"$83,282",41,978,"$173,385","$256,667","$25,040"
FY2014,Baccalaureate (All),Alma College,"$1,177,421","$2,191,930","$1,282,587",$0,$0,"$574,601","$1,857,188","$6,970,000","$5,108,056","$9,157,174","$4,053,744","1,038","$99,466",23,"1,061","$130,600","$230,066","$28,423"
FY2015,Baccalaureate (All),Alma College,"$1,469,076","$2,378,912","$1,723,551",$0,$0,"$6,146,627","$7,870,178","$865,000","$637,828","$10,886,918","$2,330,418",969,"$89,726",3,972,"$71,333","$161,059","$23,038"
FY2016,Baccalaureate (All),Alma College,"$3,091,109","$4,126,650","$3,364,787",$0,$0,"$3,542,746","$6,907,533","$310,000","$181,879","$11,216,062","$3,774,093",613,"$108,331",1,614,"$50,000","$158,331","$46,251"
FY2011,Baccalaureate (All),Calvin College,"$9,428,658","$12,620,004","$6,617,158",$0,$0,"$6,172,854","$12,790,012","$564,000","$185,530","$25,595,546","$4,643,875",13,"$6,740",1,14,"$1,000","$7,740","$22,848"
FY2012,Baccalaureate (All),Calvin College,"$6,283,267","$9,735,127","$3,118,575","$100,000",$0,"$5,600,713","$8,819,288","$460,619","$152,030","$18,706,445","$4,576,838",20,"$9,370",0,20,$0,"$9,370","$4,625"
FY2013,Baccalaureate (All),Calvin College,"$12,333,177","$15,712,975","$2,690,745","$37,200",$0,"$4,628,936","$7,356,881","$155,000","$54,990","$23,124,846","$6,880,016",20,"$14,270",0,20,$0,"$14,270","$2,400"
FY2014,Baccalaureate (All),Calvin College,"$8,741,261","$14,049,401","$3,993,220",$0,$0,"$5,299,718","$9,292,938","$150,000","$65,112","$23,407,451","$6,257,879",0,$0,36,36,"$26,610","$26,610","$6,325"
FY2015,Baccalaureate (All),Calvin College,"$11,674,182","$15,175,146","$5,202,174","$214,334",$0,"$3,707,076","$9,123,584","$1,190,643","$430,622","$24,729,352","$5,561,272",41,"$11,395",0,41,$0,"$11,395","$7,220"
FY2016,Baccalaureate (All),Calvin College,"$9,793,864","$13,499,294","$664,974","$7,806",$0,"$5,387,925","$6,060,705","$369,856","$124,752","$19,684,751","$4,970,415",119,"$82,315",0,119,$0,"$82,315","$28,085"
FY2011,Baccalaureate (All),Hillsdale College,"$15,020,319","$28,836,669","$3,869,162","$836,166","$9,840","$6,330,616","$11,045,784",,"$12,890,900","$52,773,353","$601,702",,,,,,,
FY2012,Baccalaureate (All),Hillsdale College,"$23,471,613","$41,155,821","$3,779,925","$117,109","$9,650","$6,842,856","$10,749,540",,"$8,154,000","$60,059,361","$2,023,207",,,,,,,
FY2013,Baccalaureate (All),Hillsdale College,"$19,844,421","$37,604,249","$2,436,981","$698,643","$37,743","$43,865,264","$47,038,631",,"$5,016,780","$89,659,660","$692,750",,,,,,,
FY2014,Baccalaureate (All),Hillsdale College,"$21,439,347","$57,051,331","$4,607,318","$1,522,359","$162,150","$41,749,575","$48,041,402",,"$9,164,145","$114,256,878","$1,270,397",,,,,,,
FY2015,Baccalaureate (All),Hillsdale College,"$24,941,234","$59,893,871","$9,774,436","$24,474,290","$23,900","$31,212,929","$65,485,555",,"$6,350,831","$131,730,257","$1,582,614",,,,,,,
FY2011,Baccalaureate (All),Hope College,"$1,736,578","$4,561,627","$3,928,903","$329,698",$0,"$2,680,697","$6,939,298","$1,406,227","$264,483","$11,765,408","$7,103,829",,,,,,,$0
FY2012,Baccalaureate (All),Hope College,"$1,594,325","$4,319,445","$5,235,412","$270,820",$0,"$4,585,238","$10,091,470","$1,080,112","$528,333","$14,939,248","$5,465,173",,,,,,,$0
FY2013,Baccalaureate (All),Hope College,"$2,381,598","$5,154,212","$4,972,275","$300,989",$0,"$5,366,895","$10,640,159","$294,227","$111,975","$15,906,346","$5,984,343",,,,,,,$0
FY2014,Baccalaureate (All),Hope College,"$1,598,752","$4,415,142","$10,225,209","$185,095",$0,"$7,694,118","$18,104,422","$48,872","$27,640","$22,547,204","$6,822,010",,,,,,,$0
FY2015,Baccalaureate (All),Hope College,"$3,074,060","$5,811,587","$11,718,481","$381,318",$0,"$6,663,474","$18,763,273","$118,435","$69,945","$24,644,805","$9,723,001",,,,,,,$0
FY2016,Baccalaureate (All),Hope College,"$2,491,871","$5,258,122","$7,635,180","$179,868",$0,"$3,992,311","$11,807,359","$218,086","$117,373","$17,182,854","$8,625,552",,,,,,,$0
FY2014,Baccalaureate (All),Kalamazoo College,"$4,792,624","$6,800,346","$4,229,006","$95,354",$0,"$9,769,717","$14,094,077","$1,437,060","$979,820","$21,874,243","$6,583,517",880,"$307,847",6,886,"$2,225","$310,072","$88,661"
FY2015,Baccalaureate (All),Kalamazoo College,"$4,111,226","$6,305,042","$3,922,876","$75,722",$0,"$8,057,195","$12,055,793","$297,988","$150,283","$18,511,118","$2,965,779",935,"$325,690",23,958,"$1,086,114","$1,411,804","$95,895"
FY2011,Baccalaureate (All),Carleton College,"$3,615,964","$10,785,107","$17,561,293","$7,732,178",$0,"$6,939,030","$32,232,501","$1,578,829","$1,173,005","$44,190,613","$15,407,965",11,"$6,300",0,11,$0,"$6,300","$45,789"
FY2012,Baccalaureate (All),Carleton College,"$5,463,884","$12,473,842","$7,851,122","$2,900,215",$0,"$4,765,940","$15,517,277","$828,253","$293,348","$28,284,467","$12,622,435",38,"$67,932",0,38,$0,"$67,932","$33,895"
FY2013,Baccalaureate (All),Carleton College,"$3,756,030","$10,910,838","$4,566,534","$4,616,335",$0,"$7,054,434","$16,237,303","$2,542,365","$652,225","$27,800,366","$15,001,929",35,"$67,126",0,35,$0,"$67,126","$92,444"
FY2014,Baccalaureate (All),Carleton College,"$6,187,323","$13,831,549","$6,496,304","$3,399,224",$0,"$9,358,626","$19,254,154","$568,549","$257,691","$33,343,394","$16,563,749",25,"$60,199",1,26,"$13,367","$73,566","$141,725"
FY2015,Baccalaureate (All),Carleton College,"$8,885,372","$16,329,349","$1,155,884","$3,170,894",$0,"$5,624,821","$9,951,599","$5,528,900","$3,582,081","$29,863,029","$20,150,867",36,"$29,149",0,36,$0,"$29,149","$131,659"
FY2016,Baccalaureate (All),Carleton College,"$2,390,817","$12,181,266","$7,925,853","$1,270,355",$0,"$3,683,606","$12,879,814","$1,256,554","$617,272","$25,678,352","$15,498,620",28,"$26,499",0,28,$0,"$26,499","$159,418"
FY2011,Baccalaureate (All),College of Saint Benedict,"$1,649,054","$2,064,284","$92,528",$0,$0,"$1,703,495","$1,796,023","$509,239","$134,042","$3,994,349","$1,134,790",157,"$65,498",0,157,$0,"$65,498","$3,256"
FY2012,Baccalaureate (All),College of Saint Benedict,"$2,194,199","$2,725,037","$231,265",$0,$0,"$1,910,199","$2,141,464",$0,$0,"$4,866,501","$2,264,682",212,"$81,574",0,212,$0,"$81,574","$10,085"
FY2013,Baccalaureate (All),College of Saint Benedict,"$1,860,216","$2,655,580","$1,026,785",$0,$0,"$3,216,290","$4,243,075","$20,000","$9,733","$6,908,388","$3,228,817",276,"$103,402",0,276,$0,"$103,402","$10,140"
FY2014,Baccalaureate (All),College of Saint Benedict,"$1,830,233","$2,496,978","$1,022,614",$0,$0,"$1,441,790","$2,464,404","$25,000","$10,060","$4,971,442","$2,074,212",253,"$98,450",0,253,$0,"$98,450","$6,908"
FY2015,Baccalaureate (All),College of Saint Benedict,"$2,131,847","$2,849,522","$4,207,463",$0,$0,"$2,306,065","$6,513,528",$0,$0,"$9,363,050","$1,698,242",0,$0,0,0,$0,$0,"$14,630"
FY2016,Baccalaureate (All),College of Saint Benedict,"$2,055,859","$2,780,052","$2,693,659","$200,000",$0,"$3,740,107","$6,633,766",$0,$0,"$9,413,818","$2,309,419",251,"$117,327",0,251,$0,"$117,327","$17,416"
FY2011,Baccalaureate (All),Concordia College at Moorhead,"$4,113,011","$5,614,396","$10,502,548","$125,464",$0,"$1,824,816","$12,452,828","$2,775,470","$1,749,045","$19,816,269","$10,543,110",426,"$68,792",0,426,$0,"$68,792","$45,152"
FY2012,Baccalaureate (All),Concordia College at Moorhead,"$4,357,706","$5,564,223","$2,782,941","$208,871",$0,"$2,405,802","$5,397,614","$2,206,251","$1,010,324","$11,972,161","$3,986,041",355,"$62,681",0,355,$0,"$62,681","$41,848"
FY2013,Baccalaureate (All),Concordia College at Moorhead,"$3,431,862","$4,758,441","$4,460,173","$270,550",$0,"$2,066,161","$6,796,884","$260,379","$195,368","$11,750,693","$3,931,668",0,$0,0,0,$0,$0,"$48,866"
